,R0000100,sampleid,race_x,sex_x,fam1,fam2,fam3,fam4,fam5,fam6,fam7,fam8,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race_y,sex_y,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,Famattscore,famattmom,sex_2
1209,6134,13,2,2,4,2,3,2,3,3,3,2,2,2,2,2,21.0,18.0,5,-4,-4,-4,-4,-4,-5,-5,-5,-5,613402,6134,2,1,1986,613402,4,4,-7,-7,-7,-2,5,-7,-2,-7,4.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,3,3,2,3,3,2,2,3,3,-7,-7,34,33.0,19.0,36,22,0
1210,6151,13,2,2,8,8,3,3,3,3,3,3,2,2,3,3,25.0,20.0,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,615101,6151,2,2,1983,615101,1,3,2,-7,-7,50000,-7,-7,-7,-7,2.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,4,3,3,2,3,3,4,3,6,9,37,33.0,15.0,37,34,1
1211,6161,13,2,2,3,3,2,3,3,3,4,4,2,2,3,3,14.0,24.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,616105,6161,2,1,1996,616105,1,-7,-7,-7,-7,45000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2,3,0,0,0,0,0,0,3,0,0,0,0,4,3,2,3,3,3,3,3,3,3,4,2,-7,-7,24,28.0,16.0,36,25,0
1212,6163,13,2,2,2,1,3,2,4,2,4,1,2,2,3,4,22.0,29.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,616301,6163,2,2,1986,616301,-7,-7,-7,-7,-7,0,-7,-7,60000,-7,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,2,3,3,3,2,3,4,1,-7,1,34,27.0,12.0,33,19,1
1213,6163,13,2,2,2,1,3,2,4,2,4,1,2,2,3,4,22.0,29.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,616302,6163,2,2,1995,616302,1,-7,3,-7,-7,74255,-7,-7,-2,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,3,3,4,3,2,2,4,3,5,-7,25,31.0,16.0,38,19,1
1214,6163,13,2,2,2,1,3,2,4,2,4,1,2,2,3,4,22.0,29.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,616303,6163,2,2,1997,616303,2,2,3,-7,-7,-2,-2,-2,-7,-7,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2,3,0,0,2,1,0,0,1,3,2,0,0,4,3,2,4,3,4,4,4,2,3,4,3,-7,-7,23,23.0,20.0,40,19,1
1215,6164,13,2,2,4,4,3,4,3,3,3,4,2,2,1,3,30.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,616402,6164,2,2,1995,616402,2,3,-7,-7,-7,20000,-7,-7,0,-7,2.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,3,3,3,7,-7,25,25.0,20.0,36,28,1
1216,6168,13,2,2,3,3,2,3,4,2,3,3,2,2,2,3,29.0,25.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,616801,6168,2,2,1983,616801,2,2,-7,-7,-7,24500,-7,-7,-7,-7,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,4,3,4,3,3,3,4,3,6,3,36,30.0,17.0,41,23,1
1217,6175,13,2,2,3,3,2,3,3,2,3,3,2,2,4,2,20.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,617503,6175,2,2,1986,617503,1,-7,-7,-7,-7,0,-7,-7,-7,-7,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,4,2,4,1,4,4,3,4,-7,-2,35,24.0,22.0,39,22,1
1218,6215,13,2,2,4,4,2,3,3,3,3,2,2,2,3,3,26.0,20.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,621501,6215,2,1,1987,621501,1,2,-7,-7,-7,35000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,4,1,4,2,3,3,3,2,3,4,3,-7,3,33,27.0,15.0,35,24,0
1219,6217,13,2,2,3,3,3,3,4,3,4,3,2,2,3,1,20.0,19.0,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,621701,6217,2,1,1987,621701,2,1,-7,-7,-7,23000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,2,3,4,3,3,3,4,3,-7,9,33,31.0,15.0,37,26,0
1220,6217,13,2,2,3,3,3,3,4,3,4,3,2,2,3,1,20.0,19.0,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,621702,6217,2,2,1995,621702,1,-7,-7,-7,-7,-2,2,-7,-7,-7,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,2,3,3,2,7,-7,25,25.0,19.0,33,26,1
1221,6220,13,2,2,3,3,2,3,3,3,3,3,2,2,2,3,20.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,622002,6220,2,1,1982,622002,2,-7,-7,-7,-7,45000,-7,-7,-7,-7,1.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,2,3,2,2,3,3,3,6,-2,38,32.0,15.0,31,23,0
1222,6227,13,2,2,3,3,2,2,4,4,3,3,2,2,2,2,24.0,22.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,622703,6227,2,2,1986,622703,2,2,-7,-7,-7,35000,-7,-7,45000,-7,4.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,3,3,3,1,3,1,4,3,-7,6,34,29.0,22.0,35,24,1
1223,6232,13,2,2,3,3,2,3,3,3,3,3,2,2,-5,-5,19.0,25.0,7,-4,-4,-4,-4,-4,-4,-5,-5,-5,623202,6232,2,1,1983,623202,2,-7,-7,-7,-7,0,-7,-7,-2,-7,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,2,3,2,3,3,2,1,-7,37,24.0,15.0,31,23,0
1224,6233,13,2,2,4,4,3,4,3,3,3,3,2,2,1,2,23.0,28.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,623303,6233,2,1,1983,623303,1,-7,-7,-7,-7,10000,-7,-7,-7,-7,2.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,4,1,4,1,4,1,4,1,4,4,7,3,37,27.0,23.0,33,27,0
1225,6238,13,2,2,3,3,3,3,3,3,3,3,2,2,3,3,29.0,29.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,623801,6238,2,2,1986,623801,2,-7,-7,-7,-7,50000,-7,-7,-7,-7,2.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,4,4,3,3,3,2,3,3,3,-7,-2,33,28.0,16.0,38,24,1
1226,6239,13,2,2,4,3,3,3,2,3,3,3,2,2,3,3,20.0,27.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,623901,6239,2,1,1982,623901,1,1,2,-7,-7,1000,-7,-7,14000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,2,3,3,3,3,7,-7,38,26.0,16.0,34,24,0
1227,6239,13,2,2,4,3,3,3,2,3,3,3,2,2,3,3,20.0,27.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,623903,6239,2,2,1994,623903,3,-7,-7,-7,-7,29000,-7,-7,65000,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,3,3,5,-7,26,26.0,16.0,35,24,1
1228,6244,13,2,2,4,4,2,4,3,3,3,3,2,2,1,3,22.0,21.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,624401,6244,2,2,1983,624401,1,-7,-7,-7,-7,-2,3,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,4,4,4,4,4,4,4,3,5,3,37,32.0,18.0,46,26,1
1230,6270,13,2,2,3,2,2,3,2,2,4,2,2,2,2,2,18.0,20.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,627001,6270,2,2,1982,627001,1,3,-7,-7,-7,65000,-7,-7,-7,-7,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,3,4,4,4,4,3,4,4,2,7,2,38,29.0,11.0,44,20,1
1231,6270,13,2,2,3,2,2,3,2,2,4,2,2,2,2,2,18.0,20.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,627004,6270,2,2,1996,627004,1,2,-7,-7,-7,22000,-7,-7,-7,-7,4.0,2.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,0,0,0,0,0,0,3,0,0,0,0,4,4,3,4,4,4,4,4,4,3,4,2,-7,-7,24,33.0,18.0,44,20,1
1232,6275,13,2,2,3,3,2,3,3,3,3,3,2,2,2,3,19.0,21.0,6,-4,-4,-4,-4,-4,-4,-5,-5,-5,627502,6275,2,1,1995,627502,2,4,-7,-7,-7,40000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,2,3,3,3,3,3,3,3,4,2,7,-7,25,27.0,11.0,34,23,0
1233,6277,13,2,2,3,3,3,3,3,3,4,3,2,2,2,2,24.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,627701,6277,2,2,1987,627701,2,2,-7,-7,-7,48400,-7,-7,62000,-7,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,3,3,3,-7,9,32,23.0,18.0,36,25,1
1234,6277,13,2,2,3,3,3,3,3,3,4,3,2,2,2,2,24.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,627703,6277,2,2,1994,627703,1,-7,-7,-7,-7,27000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,3,3,3,4,2,3,-7,26,29.0,18.0,39,25,1
1235,6278,13,2,2,3,3,2,3,2,3,3,3,2,2,2,2,30.0,27.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,627802,6278,2,1,1982,627802,1,-7,-7,-7,-7,36000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,3,4,3,4,2,7,4,38,33.0,20.0,44,22,0
1236,6280,13,2,2,2,2,2,3,2,1,3,3,2,2,2,2,20.0,21.0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,628005,6280,2,2,1982,628005,1,2,-7,-7,-7,25000,-7,-7,32000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,3,4,1,4,3,4,2,4,3,6,-7,38,31.0,13.0,40,18,1
1237,6282,13,2,2,4,4,3,4,3,4,3,4,2,2,1,2,24.0,30.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,628205,6282,2,1,1986,628205,3,-7,-7,-7,-7,27000,-7,-7,26000,15000,1.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,4,3,2,4,3,4,2,3,2,-7,9,35,29.0,17.0,35,29,0
1238,6284,13,2,2,2,2,3,2,3,2,2,2,2,2,2,3,12.0,17.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,628402,6284,2,2,1986,628402,2,4,-7,-7,-7,45000,-7,-7,50000,-7,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,3,4,3,4,4,4,3,4,2,-7,-7,33,31.0,12.0,43,18,1
1239,6289,13,2,2,4,4,3,4,4,2,4,3,2,2,3,3,23.0,30.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,628902,6289,2,2,1986,628902,2,1,1,-7,-7,18000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,4,4,4,4,1,4,4,2,-7,9,34,32.0,13.0,40,28,1
1240,6289,13,2,2,4,4,3,4,4,2,4,3,2,2,3,3,23.0,30.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,628905,6289,2,2,1996,628905,2,3,-7,-7,-7,13000,-7,13000,-7,-7,1.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1,4,0,2,2,3,3,1,0,3,3,0,0,4,3,2,3,3,3,3,3,3,2,4,1,-7,-7,24,26.0,15.0,34,28,1
1241,6290,13,2,2,2,2,3,2,3,2,3,3,2,2,2,2,19.0,18.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,629001,6290,2,1,1995,629001,1,1,1,-7,-7,120000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,3,3,2,3,3,3,2,-7,25,33.0,13.0,33,20,0
1242,6290,13,2,2,2,2,3,2,3,2,3,3,2,2,2,2,19.0,18.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,629002,6290,2,1,1996,629002,1,-7,-7,-7,-7,-1,-7,-7,-1,-7,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,2,2,3,3,3,-7,-7,24,27.0,16.0,32,20,0
1243,6293,13,2,2,4,4,1,2,3,2,3,2,2,2,1,1,23.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,629304,6293,2,2,1987,629304,4,2,-7,-7,-7,0,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,1,4,3,3,3,3,3,3,-7,-7,33,30.0,13.0,39,21,1
1244,6294,13,2,2,4,4,0,4,3,3,3,3,2,2,2,2,24.0,15.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,629403,6294,2,1,1986,629403,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,3,3,3,2,3,2,3,3,2,3,-7,7,35,24.0,20.0,32,24,0
1245,6297,13,2,2,4,2,2,3,3,2,3,3,2,2,1,1,17.0,17.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,629703,6297,2,1,1983,629703,4,4,-7,-7,-7,32000,-7,-7,-7,-7,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,1,4,3,4,4,4,4,1,7,-7,37,30.0,20.0,40,22,0
1246,6311,13,2,2,4,4,4,4,4,4,4,4,2,2,1,4,26.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,631101,6311,2,1,1997,631101,1,-7,-7,-7,-7,15000,-7,-7,-7,-7,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2,2,0,0,0,0,0,1,3,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,2,-7,3,23,30.0,18.0,34,32,0
1247,6312,13,2,2,4,3,2,3,4,2,3,3,2,2,4,4,26.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,631201,6312,2,2,1983,631201,1,-7,-7,-7,-7,65000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,3,4,4,4,3,3,4,1,6,3,37,30.0,13.0,39,24,1
1248,6312,13,2,2,4,3,2,3,4,2,3,3,2,2,4,4,26.0,28.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,631202,6312,2,2,1986,631202,2,-7,-7,-7,-7,51000,-7,-7,-7,-7,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,4,3,3,3,3,2,4,3,-7,9,34,30.0,14.0,39,24,1
1249,6322,13,2,2,3,4,4,3,4,1,4,3,2,2,2,3,26.0,18.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,632204,6322,2,2,1994,632204,3,1,-7,-7,-7,3000,-7,-7,50000,-7,4.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,2,3,2,3,3,3,2,3,2,6,-7,26,27.0,17.0,31,26,1
1250,6327,13,2,2,3,3,3,3,3,2,3,2,2,2,1,1,20.0,20.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,632704,6327,2,2,1983,632704,1,-7,-7,-7,-7,13000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,1,4,3,2,1,4,4,2,7,-7,37,33.0,15.0,34,22,1
1251,6334,13,2,2,4,2,1,8,4,3,3,2,2,2,1,2,30.0,28.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,633401,6334,2,1,1987,633401,1,2,-7,-7,-7,60000,-7,-7,-7,-7,2.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,3,3,-7,5,34,30.0,14.0,35,27,0
1252,6335,13,2,2,4,3,4,3,4,2,4,3,2,2,2,2,27.0,30.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,633502,6335,2,1,1983,633502,2,2,1,1,2,41000,-7,-7,-2,-7,2.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,2,4,4,4,4,3,4,2,7,-7,36,32.0,14.0,41,27,0
1253,6336,13,2,2,4,3,3,3,4,3,3,3,2,2,2,3,27.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,633602,6336,2,2,1983,633602,1,1,-7,-7,-7,16600,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,2,3,3,3,2,3,3,3,6,3,37,26.0,16.0,34,26,1
1254,6338,13,2,2,2,2,3,2,3,2,3,2,2,2,2,3,28.0,17.0,8,-4,-4,-4,-4,-4,-5,-5,-5,-5,633803,6338,2,2,1982,633803,1,-7,-7,-7,-7,57000,-7,-7,-7,-7,2.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,3,3,3,7,2,38,28.0,15.0,36,19,1
1255,6339,13,2,2,3,3,3,3,4,3,4,2,2,2,3,3,27.0,25.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,633902,6339,2,2,1987,633902,1,-7,-7,-7,-7,98000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,-7,-7,0,0,0,0,3,0,3,0,0,0,0,4,4,1,4,4,4,4,3,3,3,3,2,-7,9,34,27.0,16.0,39,25,1
1256,6342,13,2,2,3,3,2,3,2,3,3,3,2,2,2,2,20.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,634201,6342,2,2,1983,634201,2,2,-7,-7,-7,26000,-7,-7,-7,-7,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,2,3,3,2,3,3,2,5,3,37,26.0,18.0,32,22,1
1257,6342,13,2,2,3,3,2,3,2,3,3,3,2,2,2,2,20.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,634203,6342,2,2,1995,634203,2,-7,-7,-7,-7,-2,1,-7,7000,-7,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,3,2,4,-7,25,25.0,17.0,34,22,1
1258,6342,13,2,2,3,3,2,3,2,3,3,3,2,2,2,2,20.0,25.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,634205,6342,2,2,2002,634205,2,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,0,0,1,1,1,0,3,0,1,0,0,4,3,3,4,3,3,3,3,3,4,4,3,-7,-7,18,25.0,16.0,40,22,1
1259,6353,13,2,2,3,3,3,3,3,3,3,2,2,2,2,3,19.0,19.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,635302,6353,2,1,1995,635302,2,3,-7,-7,-7,15000,-7,-7,-7,-7,2.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,4,3,4,3,3,3,2,3,3,6,-7,25,27.0,16.0,39,23,0
1260,6353,13,2,2,3,3,3,3,3,3,3,2,2,2,2,3,19.0,19.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,635303,6353,2,1,1995,635303,2,2,-7,-7,-7,23000,-7,-7,-7,-7,2.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,4,4,4,3,3,3,4,3,4,-7,25,28.0,16.0,40,23,0
