,R0000100,sampleid,race_x,sex_x,fam1,fam2,fam3,fam4,fam5,fam6,fam7,fam8,raceparent,sexparent,sociabilitypchild,sociabilitypadult,rosenbergscore87parent,rosenbergscore06parent,rotterscale14parent,riskaversionparent,riskinfinancialmattersparent,riskinoccupationparent,riskwithhealthparent,riskinmajorlifechangesparent,rotterscale16parent,rotterscale18parent,gradeattendedparent,gradecompletedparent,C0000100,C0000200,race_y,sex_y,dob,yadultid,jobdissatisfaction1,jobdissatisfaction2,jobdissatisfaction3,jobdissatisfaction4,jobdissatisfaction5,incomewages,incomewages1,incomebus,incomewagesafterexp,Y4562700,pearlin1,pearlin2,pearlin3,pearlin4,pearlin5,pearlin6,pearlin7,selfestm1,selfestm2,selfestm3,selfestm4,selfestm5,selfestm6,selfestm7,selfestm8,selfestm9,selfestm10,newexperience,cesd1,cesd2,cesd3,cesd4,cesd5,cesd6,cesd7,cesd8,cesd9,cesd10,cesd11,famatt1,famatt2,famatt3,famatt4,famatt5,famatt6,famatt7,famatt8,famatt9,famatt10,famatt11,famatt12,newexperiencecmplx,reasonsforexperience,age,Self-Esteem,Pearlin,Famattscore,famattmom,sex_2
1261,6356,13,2,2,3,3,3,3,3,3,4,2,2,2,3,3,20.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,635601,6356,2,2,1982,635601,2,-7,-7,-7,-7,15000,-7,-7,-2,-7,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,3,3,3,3,2,2,3,3,3,3,2,1,9,38,26.0,15.0,32,24,1
1262,6356,13,2,2,3,3,3,3,3,3,4,2,2,2,3,3,20.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,635602,6356,2,2,1986,635602,1,2,-7,-7,-7,18000,-7,-7,-7,-7,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,2,3,3,3,4,2,-7,9,34,26.0,16.0,34,24,1
1263,6357,13,2,2,3,3,3,3,2,3,3,3,2,2,3,2,21.0,30.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,635701,6357,2,2,1983,635701,1,-7,-7,-7,-7,57000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,3,2,3,3,3,2,4,4,2,6,9,37,32.0,14.0,37,23,1
1264,6358,13,2,2,4,3,3,3,4,3,4,3,2,2,2,3,26.0,26.0,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,635804,6358,2,2,1996,635804,1,2,-7,-7,-7,30000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,2,0,0,0,0,0,0,3,0,0,0,0,4,3,3,3,2,4,4,4,4,2,4,3,-7,-7,24,33.0,13.0,40,27,1
1265,6362,13,2,2,3,2,2,2,3,3,3,2,2,2,3,3,20.0,19.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,636203,6362,2,1,2003,636203,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,1,3,0,0,0,0,1,0,2,0,0,0,0,3,3,2,3,3,3,3,3,3,3,3,3,-7,-7,17,30.0,14.0,35,20,0
1266,6364,13,2,2,3,3,2,3,2,3,3,3,2,2,2,2,18.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,636403,6364,2,1,1994,636403,1,1,-7,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,2,3,2,3,3,3,2,3,2,3,3,7,-7,25,25.0,17.0,32,22,0
1267,6365,13,2,2,3,2,2,3,3,3,3,3,2,2,2,2,17.0,15.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,636501,6365,2,1,1982,636501,1,-7,-7,-7,-7,30000,-7,-7,30000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,1,4,1,4,1,4,1,4,1,7,-7,38,33.0,13.0,33,22,0
1268,6365,13,2,2,3,2,2,3,3,3,3,3,2,2,2,2,17.0,15.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,636503,6365,2,1,1986,636503,2,-7,-7,-7,-7,45000,-7,-7,-7,-7,1.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,1,3,3,3,3,3,3,2,4,3,-7,9,34,29.0,12.0,34,22,0
1269,6366,13,2,2,2,3,1,2,3,2,4,2,2,2,2,2,20.0,20.0,-5,-5,-5,-5,-5,-5,4,-4,-4,-4,636601,6366,2,1,1982,636601,2,3,-7,-7,-7,-2,5,-7,-2,-7,1.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,3,3,3,3,2,3,3,5,6,38,26.0,16.0,36,19,0
1270,6368,13,2,2,4,4,1,4,2,4,4,4,2,2,3,3,19.0,28.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,636802,6368,2,1,1983,636802,1,2,-7,-7,-7,-2,1,-7,-2,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,2,4,3,2,3,4,4,6,9,37,33.0,13.0,42,27,0
1271,6371,13,2,2,3,3,3,3,3,3,4,3,2,2,3,4,18.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,637103,6371,2,2,1982,637103,1,1,1,-7,-7,22000,-7,-7,-2,-7,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,2,3,1,3,3,3,3,3,5,9,38,26.0,16.0,33,25,1
1272,6371,13,2,2,3,3,3,3,3,3,4,3,2,2,3,4,18.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,637104,6371,2,2,1987,637104,1,-7,-7,-7,-7,3000,-7,-7,40000,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,2,3,3,2,2,2,4,3,4,3,-7,9,33,31.0,17.0,32,25,1
1273,6371,13,2,2,3,3,3,3,3,3,4,3,2,2,3,4,18.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,637109,6371,2,1,1995,637109,2,-7,-7,-7,-7,20000,-7,-7,15000,-7,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,3,2,3,2,3,2,3,2,3,2,7,-7,25,31.0,19.0,29,25,0
1274,6371,13,2,2,3,3,3,3,3,3,4,3,2,2,3,4,18.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,637110,6371,2,2,1996,637110,2,-7,-7,-7,-7,5000,-7,-7,30000,-7,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,3,0,0,0,0,3,0,3,0,0,0,0,3,3,2,3,2,3,3,2,3,3,3,3,-7,-7,24,25.0,19.0,33,25,1
1275,6371,13,2,2,3,3,3,3,3,3,4,3,2,2,3,4,18.0,20.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,637111,6371,2,2,2002,637111,2,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3,3,1,0,0,0,0,0,1,1,0,0,0,4,3,1,3,1,3,4,4,1,4,3,2,-7,-7,18,26.0,17.0,33,25,1
1276,6374,13,2,2,4,2,3,3,3,2,2,2,2,2,3,3,20.0,23.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,637402,6374,2,2,1987,637402,1,-7,-7,-7,-7,36000,-7,-7,30000,-7,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,2,3,3,3,3,3,2,3,2,3,2,-7,3,33,25.0,19.0,31,21,1
1277,6382,13,2,2,3,3,3,3,4,4,4,3,2,2,1,2,26.0,27.0,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,638202,6382,2,1,1983,638202,1,-7,-7,-7,-7,10000,-7,-7,18000,-7,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,2,3,2,3,3,3,3,1,3,3,3,8,37,25.0,18.0,30,27,0
1278,6384,13,2,2,4,4,4,4,3,4,3,2,2,2,1,4,26.0,18.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,638402,6384,2,2,1983,638402,1,2,1,-7,-7,60000,-7,-7,-7,-7,1.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,1,4,4,4,4,4,4,4,2,7,8,37,33.0,14.0,41,28,1
1279,6387,13,2,2,4,4,3,3,4,3,2,3,2,2,2,3,17.0,19.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,638702,6387,2,2,1986,638702,3,-7,-7,-7,-7,45000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,3,4,4,3,3,2,4,3,-7,9,33,31.0,18.0,40,26,1
1280,6389,13,2,2,3,3,2,3,4,2,4,3,2,2,2,3,18.0,18.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,638902,6389,2,1,1982,638902,2,1,2,-7,-7,45000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,4,2,3,2,3,2,2,3,6,-7,39,25.0,11.0,33,24,0
1281,6396,13,2,2,4,1,4,4,4,1,4,1,2,2,2,2,22.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,639601,6396,2,2,1983,639601,1,-7,-7,-7,-7,65000,-7,-7,55000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,2,4,4,3,3,4,4,3,6,3,37,33.0,13.0,40,23,1
1282,6396,13,2,2,4,1,4,4,4,1,4,1,2,2,2,2,22.0,20.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,639602,6396,2,1,1986,639602,3,-7,-7,-7,-7,45000,-7,-7,-7,-7,2.0,1.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,1,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,2,4,2,3,3,4,3,-7,9,34,28.0,14.0,34,23,0
1283,6400,13,2,2,2,3,3,2,3,2,3,2,2,2,3,4,20.0,20.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,640003,6400,2,2,1982,640003,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,1,4,1,4,1,4,1,4,4,4,1,7,-7,39,33.0,19.0,33,20,1
1284,6405,13,2,2,4,4,1,4,3,4,4,3,2,2,1,2,19.0,21.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,640502,6405,2,1,1994,640502,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,2,2,3,3,2,2,3,3,3,7,-7,26,26.0,16.0,31,27,0
1285,6407,13,2,2,3,3,3,3,3,3,3,2,2,2,3,3,20.0,19.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,640702,6407,2,2,1986,640702,1,2,-7,-7,-7,20000,-7,-7,-7,-7,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,2,3,3,2,3,3,3,3,4,2,-7,9,34,25.0,19.0,35,23,1
1286,6414,13,2,2,3,3,2,3,3,2,3,3,2,2,2,3,21.0,28.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,641403,6414,2,1,1982,641403,1,-7,-7,-7,-7,-2,-2,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,2,3,3,3,3,3,3,4,-2,38,26.0,16.0,34,22,0
1287,6417,13,2,2,3,3,2,2,3,3,3,2,2,2,2,2,25.0,25.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,641701,6417,2,2,1995,641701,2,-7,-7,-7,-7,-1,-7,-7,-7,-7,2.0,2.0,1.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,2,4,2,3,4,3,2,3,4,3,5,-7,25,25.0,18.0,38,21,1
1288,6417,13,2,2,3,3,2,2,3,3,3,2,2,2,2,2,25.0,25.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,641702,6417,2,2,1997,641702,2,-7,-7,-7,-7,11000,-7,-7,-7,-7,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2,3,0,2,2,3,3,3,2,2,3,3,0,4,4,1,4,3,4,4,4,3,3,4,3,-7,-7,23,22.0,20.0,41,21,1
1289,6428,13,2,2,2,2,4,2,4,2,4,2,2,2,1,3,18.0,20.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,642801,6428,2,1,1982,642801,1,2,-7,-7,-7,18000,-7,-7,24000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,1,3,4,4,3,3,3,2,4,2,6,3,38,33.0,13.0,35,22,0
1290,6429,13,2,2,4,4,2,3,3,3,3,3,2,2,1,2,19.0,22.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,642901,6429,2,2,1982,642901,1,4,-7,-7,-7,20000,-7,-7,-7,-7,1.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,4,4,4,4,4,4,4,4,4,3,6,9,38,27.0,18.0,47,25,1
1291,6429,13,2,2,4,4,2,3,3,3,3,3,2,2,1,2,19.0,22.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,642904,6429,2,2,1986,642904,1,1,1,-7,-7,65000,-7,20000,70000,-7,2.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,4,3,3,3,2,3,4,3,-7,-7,34,29.0,17.0,38,25,1
1292,6434,13,2,2,4,4,2,3,2,4,4,3,2,2,2,4,25.0,29.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,643404,6434,2,2,1995,643404,3,-7,-7,-7,-7,-2,-2,-7,-7,-7,3.0,1.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,4,3,2,3,2,2,2,4,1,4,2,1,-7,25,33.0,19.0,31,26,1
1293,6445,13,2,2,4,2,3,3,3,3,3,2,2,2,2,2,15.0,-3.0,9,-4,-4,-4,-4,-4,-4,-4,-5,-5,644503,6445,2,1,1987,644503,2,1,-7,-7,-7,0,-7,-7,0,-7,3.0,1.0,1.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,4,3,3,3,3,2,3,2,-7,9,33,33.0,16.0,34,23,0
1294,6448,13,2,2,4,3,2,1,4,1,4,1,2,2,1,2,17.0,28.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,644805,6448,2,1,1986,644805,2,-7,-7,-7,-7,22000,-7,-7,15000,-7,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,4,4,4,4,3,4,4,1,-7,11,34,32.0,14.0,41,20,0
1295,6455,13,2,2,4,4,1,4,3,2,3,4,2,2,4,4,30.0,-3.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,645502,6455,2,1,1986,645502,1,2,-7,-7,-7,-2,2,-7,-1,-7,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,3,3,3,3,3,4,3,-7,-2,34,25.0,17.0,37,25,0
1296,6461,13,2,2,4,4,2,3,3,4,4,3,2,2,4,1,21.0,30.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,646101,6461,2,2,1987,646101,1,3,-7,-7,-7,3000,-7,-7,-7,-7,4.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,4,3,-7,9,33,24.0,21.0,36,27,1
1297,6461,13,2,2,4,4,2,3,3,4,4,3,2,2,4,1,21.0,30.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,646102,6461,2,1,1995,646102,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,1,4,1,4,1,4,3,1,1,1,7,-7,26,19.0,14.0,23,27,0
1299,6515,13,2,2,8,3,0,8,0,8,4,3,2,2,3,3,20.0,-3.0,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,651501,6515,2,1,1996,651501,-7,-7,-7,-7,-7,38000,-7,-7,-7,-7,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2,3,0,0,0,0,0,0,3,0,0,0,0,4,4,3,3,4,4,4,3,3,3,3,3,-7,-7,24,29.0,18.0,41,34,0
1300,6516,13,2,2,2,3,2,3,4,2,3,2,2,2,2,2,-3.0,21.0,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,651603,6516,2,2,1982,651603,2,-7,-7,-7,-7,25000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,2,3,3,3,3,3,3,3,7,-7,37,33.0,12.0,34,21,1
1301,6555,13,2,2,4,3,3,3,3,3,3,3,2,2,2,3,20.0,21.0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,655501,6555,2,1,1983,655501,2,2,-7,-7,-7,28000,-7,-7,-7,-7,2.0,2.0,1.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,1,3,3,3,4,3,2,3,4,3,7,1,37,27.0,16.0,36,25,0
1302,6587,13,2,2,4,3,2,2,4,3,3,2,2,2,1,2,19.0,20.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,658703,6587,2,2,1982,658703,2,1,-7,-7,-7,22000,-7,-7,-7,-7,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,3,3,2,3,3,3,2,3,2,7,-7,38,26.0,12.0,33,23,1
1303,6602,13,2,2,4,3,4,2,2,2,3,2,2,2,1,4,17.0,20.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,660202,6602,2,2,1982,660202,2,3,-7,-7,-7,8000,-7,-7,-7,-7,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,3,2,3,3,3,2,3,3,3,2,7,-2,37,23.0,22.0,33,22,1
1304,6602,13,2,2,4,3,4,2,2,2,3,2,2,2,1,4,17.0,20.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,660203,6602,2,1,1986,660203,2,2,2,-7,-7,-2,2,-7,-7,-7,3.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1,4,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,3,3,3,3,-7,-2,34,33.0,16.0,35,22,0
1305,6604,13,2,2,4,4,3,3,2,2,3,3,2,2,2,3,25.0,28.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,660402,6604,2,1,1983,660402,2,-7,-7,-7,-7,68000,-7,-7,10000,-7,2.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,3,2,3,2,3,2,3,2,4,3,1,9,37,28.0,15.0,35,24,0
1306,6604,13,2,2,4,4,3,3,2,2,3,3,2,2,2,3,25.0,28.0,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,660403,6604,2,2,1997,660403,1,-7,-7,-7,-7,800,-7,-7,-7,-7,2.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,1,4,0,0,0,0,0,0,3,0,0,0,0,4,3,1,3,2,3,4,3,3,1,4,2,-7,-7,23,28.0,18.0,33,24,1
1307,6605,13,2,2,4,4,3,3,3,3,4,3,2,2,3,3,20.0,19.0,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,660502,6605,2,2,1986,660502,2,4,2,-7,-7,30000,-7,-7,-7,-7,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,1,3,3,3,2,3,3,3,-7,9,34,24.0,19.0,34,27,1
1308,6606,13,2,2,4,4,1,3,3,4,3,4,2,2,2,3,25.0,27.0,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,660604,6606,2,2,1987,660604,2,-7,-7,-7,-7,44000,-7,-7,45000,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,1,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,4,1,4,4,4,4,4,3,3,4,3,-7,-2,33,31.0,13.0,42,26,1
1310,6646,13,2,2,4,2,2,4,3,3,4,3,2,2,3,3,21.0,26.0,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,664601,6646,2,1,1997,664601,2,-7,-7,-7,-7,19000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,0,2,2,2,1,0,2,2,2,2,2,3,3,2,4,3,3,3,3,2,3,3,3,-7,-7,23,20.0,17.0,35,25,0
1311,6654,14,1,2,2,2,3,3,3,3,3,2,1,2,-5,-5,20.0,20.0,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,665402,6654,1,2,1986,665402,2,2,-7,-7,-7,16600,-7,-7,20800,-7,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,3,2,3,3,3,3,3,2,3,3,3,-7,-7,34,25.0,17.0,34,21,1
1312,6662,14,1,2,4,4,1,4,4,4,4,3,1,2,1,2,30.0,30.0,-5,-5,-5,-5,-5,-5,11,-4,-4,-4,666201,6662,1,1,1986,666201,2,2,2,-7,-7,30000,-7,-7,-7,-7,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,4,3,3,3,3,3,4,3,4,3,4,3,-7,4,34,27.0,16.0,40,28,0
1313,6662,14,1,2,4,4,1,4,4,4,4,3,1,2,1,2,30.0,30.0,-5,-5,-5,-5,-5,-5,11,-4,-4,-4,666203,6662,1,1,1997,666203,2,1,-7,-7,-7,-2,-1,-7,-7,-7,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1,3,0,0,0,0,0,0,3,0,0,0,0,4,3,3,3,3,3,3,2,3,3,3,3,-7,-7,23,29.0,13.0,36,28,0
